Subject,Age_Month,Stimuli,Types,Correct,Repeated,Group,VMA,Raven,Sex
Subject 75 Typically developing children,107,28,Structural,VRAI,0,Typically developing children,128-144,94,F
Subject 75 Typically developing children,107,36,Structural,VRAI,0,Typically developing children,128-144,94,F
Subject 75 Typically developing children,107,40,Structural,VRAI,0,Typically developing children,128-144,94,F
Subject 76 Typically developing children,118,1,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,5,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,9,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,13,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,17,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,21,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,25,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,29,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,33,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,37,Existential,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,2,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,6,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,10,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,14,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,18,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,22,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,26,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,30,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,34,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,38,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,3,Lexical,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,7,Lexical,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,11,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,19,Lexical,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,23,Lexical,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,27,Lexical,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,31,Lexical,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,35,Factive,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,39,Lexical,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,4,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,8,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,12,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,16,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,20,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,24,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,28,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,36,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 76 Typically developing children,118,40,Structural,VRAI,0,Typically developing children,128-144,90,M
Subject 79 Typically developing children,108,1,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,5,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,9,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,13,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,17,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,21,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,25,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,29,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,33,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,37,Existential,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,2,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,6,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,10,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,14,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,18,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,22,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,26,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,30,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,34,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,38,Factive,FAUX,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,3,Lexical,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,7,Lexical,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,11,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,19,Lexical,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,23,Lexical,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,27,Lexical,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,31,Lexical,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,35,Factive,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,39,Lexical,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,4,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,8,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,12,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,16,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,20,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,24,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,28,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,36,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 79 Typically developing children,108,40,Structural,VRAI,0,Typically developing children,116-127,115,M
Subject 80 Typically developing children,117,1,Existential,FAUX,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,5,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,9,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,13,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,17,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,21,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,25,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,29,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,33,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,37,Existential,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,2,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,6,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,10,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,14,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,18,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,22,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,26,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,30,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,34,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,38,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,3,Lexical,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,7,Lexical,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,11,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,19,Lexical,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,23,Lexical,FAUX,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,27,Lexical,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,31,Lexical,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,35,Factive,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,39,Lexical,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,4,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,8,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,12,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,16,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,20,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,24,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,28,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,36,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 80 Typically developing children,117,40,Structural,VRAI,0,Typically developing children,128-144,135,M
Subject 81 Typically developing children,114,1,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,5,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,9,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,13,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,17,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,21,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,25,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,29,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,33,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,37,Existential,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,2,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,6,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,10,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,14,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,18,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,22,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,26,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,30,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,34,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,38,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,3,Lexical,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,7,Lexical,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,11,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,19,Lexical,FAUX,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,23,Lexical,FAUX,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,27,Lexical,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,31,Lexical,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,35,Factive,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,39,Lexical,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,4,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,8,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,12,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,16,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,20,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,24,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,28,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,36,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 81 Typically developing children,114,40,Structural,VRAI,0,Typically developing children,104-115,126,F
Subject 82 Typically developing children,125,1,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,5,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,9,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,13,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,17,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,21,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,25,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,29,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,33,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,37,Existential,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,2,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,6,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,10,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,14,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,18,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,22,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,26,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,30,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,34,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,38,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,3,Lexical,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,7,Lexical,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,11,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,19,Lexical,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,23,Lexical,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,27,Lexical,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,31,Lexical,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,35,Factive,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,39,Lexical,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,4,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,8,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,12,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,16,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,20,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,24,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,28,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,36,Structural,VRAI,0,Typically developing children,128-144,97,F
Subject 82 Typically developing children,125,40,Structural,FAUX,0,Typically developing children,128-144,97,F
Subject 83 Typically developing children,131,1,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,5,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,9,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,13,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,17,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,21,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,25,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,29,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,33,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,37,Existential,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,2,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,6,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,10,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,14,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,18,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,22,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,26,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,30,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,34,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,38,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,3,Lexical,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,7,Lexical,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,11,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,19,Lexical,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,23,Lexical,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,27,Lexical,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,31,Lexical,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,35,Factive,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,39,Lexical,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,4,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,8,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,12,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,16,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,20,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,24,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,28,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,36,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 83 Typically developing children,131,40,Structural,VRAI,0,Typically developing children,128-144,99,M
Subject 84 Typically developing children,119,1,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,5,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,9,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,13,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,17,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,21,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,25,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,29,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,33,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,37,Existential,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,2,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,6,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,10,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,14,Factive,FAUX,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,18,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,22,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,26,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,30,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,34,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,38,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,3,Lexical,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,7,Lexical,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,11,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,19,Lexical,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,23,Lexical,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,27,Lexical,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,31,Lexical,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,35,Factive,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,39,Lexical,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,4,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,8,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,12,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,16,Structural,FAUX,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,20,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,24,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,28,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,36,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 84 Typically developing children,119,40,Structural,VRAI,0,Typically developing children,116-127,98,M
Subject 85 Typically developing children,124,1,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,5,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,9,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,13,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,17,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,21,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,25,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,29,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,33,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,37,Existential,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,2,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,6,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,10,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,14,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,18,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,22,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,26,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,30,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,34,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,38,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,3,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,7,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,11,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,19,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,23,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,27,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,31,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,35,Factive,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,39,Lexical,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,4,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,8,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,12,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,16,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,20,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,24,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,28,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,36,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 85 Typically developing children,124,40,Structural,VRAI,0,Typically developing children,128-144,109,F
Subject 86 Typically developing children,120,1,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,5,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,9,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,13,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,17,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,21,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,25,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,29,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,33,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,37,Existential,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,2,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,6,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,10,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,14,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,18,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,22,Factive,VRAI,0,Typically developing children,104-115,110,M
